Symbol,Series
PAYX,EQ
ARGX,EQ
VRT,EQ
OKTA,EQ
KHC,EQ
LYFT,EQ
PSA,EQ
ICE,EQ
NCLH,EQ
STZ,EQ
HSY,EQ
WDC,EQ
MRSH,EQ
IDXX,EQ
ROK,EQ
TT,EQ
NSC,EQ
EA,EQ
DPZ,EQ
LEN,EQ
LI,EQ
JBL,EQ
PODD,EQ
COR,EQ
IQV,EQ
GIS,EQ
HLT,EQ
BKR,EQ
LHX,EQ
CNC,EQ
Z,EQ
AJG,EQ
PH,EQ
CL,EQ
BLDR,EQ
XEL,EQ
KMI,EQ
IT,EQ
LVS,EQ
WM,EQ
GEHC,EQ
MTCH,EQ
GD,EQ
KDP,EQ
DLR,EQ
APO,EQ
KEYS,EQ
BBY,EQ
PWR,EQ
APTV,EQ
SBAC,EQ
MTD,EQ
TDG,EQ
VRSK,EQ
LUV,EQ
HOOD,EQ
ITW,EQ
EQT,EQ
HPQ,EQ
PLUG,EQ
BMRN,EQ
CTSH,EQ
FIVE,EQ
ZBH,EQ
EFX,EQ
SYY,EQ
LYV,EQ
SWKS,EQ
HAL,EQ
CYTK,EQ
EXR,EQ
NFLX,EQ
CPRT,EQ
ADM,EQ
KMB,EQ
MSI,EQ
SRE,EQ
AKAM,EQ
PCAR,EQ
CTVA,EQ
ACGL,EQ
WMB,EQ
NUE,EQ
CLX,EQ
KR,EQ
CARR,EQ
CROX,EQ
NTAP,EQ
PPG,EQ
KEY,EQ
GPN,EQ
HBAN,EQ
CAH,EQ
TROW,EQ
HPE,EQ
CZR,EQ
CDW,EQ
OKE,EQ
SPG,EQ
DOW,EQ
DD,EQ
PHM,EQ
CMI,EQ
ICLR,EQ
EXPD,EQ
TRV,EQ
ED,EQ
WEC,EQ
FITB,EQ
MSCI,EQ
GWW,EQ
CF,EQ
EXE,EQ
ALL,EQ
APP,EQ
VICI,EQ
STLD,EQ
VLTO,EQ
FICO,EQ
RSG,EQ
CSGP,EQ
AGNC,EQ
SJM,EQ
CBOE,EQ
APA,EQ
EVRG,EQ
PEG,EQ
ECL,EQ
NOW,EQ
LSCC,EQ
BNY,EQ
SAIA,EQ
ARE,EQ
EG,EQ
WTW,EQ
IR,EQ
WAT,EQ
ES,EQ
YUM,EQ
AIG,EQ
LYB,EQ
HUT,EQ
RMD,EQ
ODFL,EQ
ENTG,EQ
AEE,EQ
XP,EQ
MGM,EQ
JBHT,EQ
PPL,EQ
CAR,EQ
GDDY,EQ
MLM,EQ
TER,EQ
BAX,EQ
POOL,EQ
PTC,EQ
MAA,EQ
FLEX,EQ
IFF,EQ
DTE,EQ
DRI,EQ
NRG,EQ
QRVO,EQ
NDAQ,EQ
NICE,EQ
AVB,EQ
VMC,EQ
PRU,EQ
CG,EQ
RF,EQ
CHKP,EQ
MASI,EQ
LH,EQ
AXON,EQ
TRGP,EQ
GNRC,EQ
AWK,EQ
AME,EQ
OTIS,EQ
AFL,EQ
FUTU,EQ
FTV,EQ
CHD,EQ
NI,EQ
TSN,EQ
GSAT,EQ
XYL,EQ
CCEP,EQ
EPAM,EQ
PCTY,EQ
CFG,EQ
SMCI,EQ
HUBB,EQ
MTB,EQ
INCY,EQ
RGEN,EQ
PDBC,EQ
WST,EQ
VRSN,EQ
ZBRA,EQ
J,EQ
FCNCA,EQ
NTRS,EQ
CBRE,EQ
EIX,EQ
FE,EQ
CMS,EQ
STT,EQ
FOXA,EQ
CPT,EQ
MDGL,EQ
JAZZ,EQ
DVA,EQ
CPAY,EQ
ALNY,EQ
EQR,EQ
MOS,EQ
LNTH,EQ
MANH,EQ
SWK,EQ
TPR,EQ
SNY,EQ
HSIC,EQ
NBIX,EQ
CHRW,EQ
RL,EQ
CRL,EQ
HST,EQ
TXRH,EQ
NVR,EQ
GPC,EQ
FDS,EQ
TKO,EQ
VST,EQ
JKHY,EQ
CNP,EQ
FWONK,EQ
RMBS,EQ
AAOI,EQ
DGX,EQ
BXP,EQ
SYF,EQ
GFS,EQ
HWM,EQ
HAS,EQ
IMVT,EQ
TW,EQ
DOV,EQ
ATO,EQ
GLPI,EQ
GEN,EQ
NTRA,EQ
ALLE,EQ
WAB,EQ
CVNA,EQ
BG,EQ
ARES,EQ
PKG,EQ
HRL,EQ
NTNX,EQ
GLW,EQ
STE,EQ
ANET,EQ
LII,EQ
APH,EQ
FAST,EQ
PFG,EQ
TECH,EQ
SW,EQ
AES,EQ
MBLY,EQ
KIM,EQ
CAG,EQ
LNT,EQ
ARCC,EQ
BNTX,EQ
CPB,EQ
CHRD,EQ
DBX,EQ
WFRD,EQ
BR,EQ
BILI,EQ
RJF,EQ
FFIV,EQ
