Symbol,Series
RIVN,EQ
RJF,EQ
RL,EQ
RRR,EQ
RMD,EQ
ROK,EQ
ROKU,EQ
ROL,EQ
ROP,EQ
ROST,EQ
RPRX,EQ
SLB,EQ
SMTC,EQ
TPR,EQ
SNA,EQ
SYY,EQ
TAP,EQ
TDG,EQ
TDY,EQ
TEAM,EQ
TECH,EQ
TER,EQ
TFC,EQ
TGT,EQ
TGTX,EQ
TJX,EQ
TKO,EQ
TLT,EQ
TMO,EQ
TMUS,EQ
TPG,EQ
TPL,EQ
SYNA,EQ
SYK,EQ
SYF,EQ
SRE,EQ
SNEX,EQ
SNPS,EQ
SNY,EQ
SO,EQ
SOFI,EQ
SPG,EQ
SPGI,EQ
SSNC,EQ
SWKS,EQ
SSRM,EQ
STE,EQ
STLD,EQ
STT,EQ
STZ,EQ
SW,EQ
SWK,EQ
KKR,EQ
KHC,EQ
AAPL,EQ
CBOE,EQ
CBSH,EQ
CCEP,EQ
CCI,EQ
CCL,EQ
CDNS,EQ
CDW,EQ
CELH,EQ
CF,EQ
CFG,EQ
CG,EQ
CGNX,EQ
CHD,EQ
CHDN,EQ
CHKP,EQ
CHRD,EQ
CHRW,EQ
CHTR,EQ
CBRE,EQ
CB,EQ
DD,EQ
CAT,EQ
BNTX,EQ
BNY,EQ
BOKF,EQ
BPOP,EQ
BR,EQ
BRKR,EQ
BRO,EQ
BSY,EQ
BX,EQ
BXP,EQ
C,EQ
CACC,EQ
CAG,EQ
CAH,EQ
CAR,EQ
CARR,EQ
CASY,EQ
CI,EQ
CIEN,EQ
CINF,EQ
CL,EQ
CRL,EQ
CRM,EQ
CROX,EQ
CRUS,EQ
CRWD,EQ
CSCO,EQ
CSGP,EQ
CSX,EQ
CTAS,EQ
CTSH,EQ
CTVA,EQ
CVNA,EQ
CVS,EQ
CYTK,EQ
CZR,EQ
D,EQ
DAL,EQ
CPT,EQ
CPRT,EQ
CPB,EQ
CNP,EQ
CLX,EQ
CMCSA,EQ
CME,EQ
CMG,EQ
CMI,EQ
CMS,EQ
CNC,EQ
COF,EQ
CPAY,EQ
COHR,EQ
COIN,EQ
COLB,EQ
COO,EQ
COP,EQ
COR,EQ
COST,EQ
BMY,EQ
BMRN,EQ
BLK,EQ
APD,EQ
ALGM,EQ
ALGN,EQ
ALKS,EQ
ALL,EQ
ALLE,EQ
ALNY,EQ
AMAT,EQ
AMCR,EQ
AMD,EQ
AME,EQ
AMGN,EQ
AMKR,EQ
AMT,EQ
AMZN,EQ
ANET,EQ
AON,EQ
AOS,EQ
ALB,EQ
AKAM,EQ
AJG,EQ
ADSK,EQ
ABBV,EQ
ABNB,EQ
ACGL,EQ
ACN,EQ
ADBE,EQ
ADM,EQ
ADP,EQ
AEE,EQ
AIZ,EQ
AEIS,EQ
AEP,EQ
AES,EQ
AFL,EQ
AFRM,EQ
AGNC,EQ
AIG,EQ
APA,EQ
APH,EQ
BLDR,EQ
APO,EQ
BA,EQ
BAC,EQ
BALL,EQ
BAX,EQ
BBIO,EQ
BBY,EQ
BCPC,EQ
BDX,EQ
BEN,EQ
BF-B,EQ
BG,EQ
BGC,EQ
BIDU,EQ
BIIB,EQ
BILI,EQ
BKNG,EQ
BKR,EQ
AZO,EQ
AXSM,EQ
AXP,EQ
ARWR,EQ
APP,EQ
APPF,EQ
APTV,EQ
ARCC,EQ
ARE,EQ
ARES,EQ
ARGX,EQ
ASML,EQ
AXON,EQ
ASND,EQ
ATO,EQ
AVAV,EQ
AVB,EQ
AVGO,EQ
AVY,EQ
AWK,EQ
DBX,EQ
DDOG,EQ
KEYS,EQ
GS,EQ
GWW,EQ
